k,E_Jx,E_Jy,E_Jz
365.0,9.608373633552392e-65,2.342653846005686e-64,3.382124536987608e-64
366.0,9.689716842270902e-65,2.4042759389513848e-64,3.4240145695778514e-64
367.0,9.818449207770383e-65,2.3873186196515098e-64,3.4288656142300296e-64
368.0,9.813639910354813e-65,2.384817140246029e-64,3.4186006412665406e-64
369.0,1.0068575900595617e-64,2.434902390562408e-64,3.491520543958058e-64
370.0,1.004594550499097e-64,2.4136980716121448e-64,3.4204275314600646e-64
371.0,1.0283932413662323e-64,2.489821370346316e-64,3.5299526038543106e-64
372.0,1.0488815904540846e-64,2.4531091483275833e-64,3.5317882169157515e-64
373.0,1.0829781049622313e-64,2.5301341550794773e-64,3.581662654826839e-64
374.0,1.0706851745654922e-64,2.514670831096806e-64,3.516153257462147e-64
375.0,1.0854519867968216e-64,2.4990701309028974e-64,3.6102267507805436e-64
376.0,1.1172534165869405e-64,2.6018805945244174e-64,3.6727338731144845e-64
377.0,1.1274587558255128e-64,2.5797305563566953e-64,3.695160401577291e-64
378.0,1.117856786424615e-64,2.6065438604980332e-64,3.6982043167044255e-64
379.0,1.1294200728078285e-64,2.5894305162389358e-64,3.718412508047752e-64
380.0,1.1327434622717303e-64,2.5839864620632962e-64,3.6420813740221866e-64
381.0,1.1694502384017738e-64,2.6644005512410875e-64,3.749634971305234e-64
382.0,1.1793963411227273e-64,2.6551491370119893e-64,3.706643054675993e-64
383.0,1.2067812619600303e-64,2.7247648520261388e-64,3.846683900882228e-64
384.0,1.1570627858018863e-64,2.6388451645528706e-64,3.688019837640162e-64
385.0,1.2050460835426614e-64,2.6893122932369564e-64,3.757491215492661e-64
386.0,1.2102741027854153e-64,2.7481575899171103e-64,3.759562225906298e-64
387.0,1.2414353967970896e-64,2.713572613625591e-64,3.738074370986834e-64
388.0,1.2229592990525333e-64,2.7590676320756677e-64,3.725436575825019e-64
389.0,1.2181804276964006e-64,2.705954124246681e-64,3.741154672399235e-64
390.0,1.198710510487261e-64,2.7248072308358234e-64,3.675615511243174e-64
391.0,1.2222162720765224e-64,2.7745065455649236e-64,3.727790750947768e-64
392.0,1.2330501286996342e-64,2.747267564148422e-64,3.69444017141307e-64
393.0,1.2212075584439561e-64,2.7604006886587995e-64,3.5904149644618126e-64
394.0,1.2092097757797841e-64,2.716114075525095e-64,3.640990072957668e-64
395.0,1.2181148467025615e-64,2.7556486437027155e-64,3.6458600171523336e-64
396.0,1.216316596407764e-64,2.747479940368856e-64,3.607007179379584e-64
397.0,1.2335584647770665e-64,2.752222442219774e-64,3.5790114119130054e-64
398.0,1.22854710506373e-64,2.7758605593982798e-64,3.6428657178932954e-64
399.0,1.2239740586935304e-64,2.7640559290676676e-64,3.5267024962421485e-64
400.0,1.2284607214769261e-64,2.7959890410611598e-64,3.508413134149093e-64
401.0,1.2364946669269375e-64,2.763756289547775e-64,3.530693679931037e-64
402.0,1.2459963450944283e-64,2.7808013678359884e-64,3.475184573165589e-64
403.0,1.2500016469757967e-64,2.806610106358119e-64,3.52766409909079e-64
404.0,1.2526745497151363e-64,2.773250355997995e-64,3.4738111679393535e-64
405.0,1.2637482437937539e-64,2.8463471374865423e-64,3.482805308770001e-64
406.0,1.2643854654274495e-64,2.787740052450567e-64,3.448433449548282e-64
407.0,1.27989581779195e-64,2.8645022092408528e-64,3.571972528374493e-64
408.0,1.2877198334227567e-64,2.8462784535321098e-64,3.511486929977478e-64
409.0,1.2929116444565699e-64,2.8370106470176866e-64,3.513466591158992e-64
410.0,1.299831037148232e-64,2.8755356081141105e-64,3.55185178025304e-64
411.0,1.3038558028407205e-64,2.84986544707486e-64,3.519402223690535e-64
412.0,1.3157197091941528e-64,2.918421767638321e-64,3.610019032313346e-64
413.0,1.3248302938573548e-64,2.882077675439299e-64,3.520679578754478e-64
414.0,1.3212212349324584e-64,2.8825704567532065e-64,3.528886855955376e-64
415.0,1.3360800953727422e-64,2.895490497176455e-64,3.52873141777353e-64
416.0,1.3423360683408144e-64,2.8877374012913428e-64,3.495127131498369e-64
417.0,1.3592576014080488e-64,2.9646718597642418e-64,3.582257306215822e-64
418.0,1.3527067537392157e-64,2.897297781526987e-64,3.519263514421689e-64
419.0,1.3693921067260714e-64,2.9524183712734228e-64,3.5607557972706424e-64
420.0,1.3731854485648124e-64,2.9431535295544957e-64,3.5416855916842493e-64
421.0,1.3886069528386412e-64,2.952354180427435e-64,3.486161611847861e-64
422.0,1.3905315776899106e-64,2.993186332240257e-64,3.548652088440309e-64
423.0,1.4004282925030358e-64,2.9419854975809148e-64,3.47625964974954e-64
424.0,1.405377928454103e-64,3.0124851149190715e-64,3.550037493475751e-64
425.0,1.4182707044964845e-64,3.0041009132923104e-64,3.487245990021368e-64
426.0,1.419578010815227e-64,2.9908046060277735e-64,3.476555235482081e-64
427.0,1.4357967152222999e-64,3.028053164166569e-64,3.527960945714219e-64
428.0,1.4307005093829827e-64,2.9798860715414456e-64,3.450545875635358e-64
429.0,1.4476877275134334e-64,3.0697021028648994e-64,3.5018332477271826e-64
430.0,1.4529304281234498e-64,3.0152767178630505e-64,3.48170010696172e-64
431.0,1.4595423361332407e-64,3.034263630955175e-64,3.458979223498718e-64
432.0,1.4681002791146235e-64,3.0677687769398636e-64,3.5083991466862226e-64
433.0,1.4799602932046725e-64,3.066913943592052e-64,3.478635635008473e-64
434.0,1.4943198660618676e-64,3.10680127995706e-64,3.5404467251311594e-64
435.0,1.4936630756334909e-64,3.0709495091859235e-64,3.504945257034227e-64
436.0,1.5005398102848878e-64,3.075548054206503e-64,3.487222417853276e-64
437.0,1.515870464189859e-64,3.110804472016519e-64,3.527875520775967e-64
438.0,1.5215132999583348e-64,3.101960303101206e-64,3.515996059592585e-64
439.0,1.5316123606249326e-64,3.1466847932737675e-64,3.524648009067472e-64
440.0,1.5335581324934255e-64,3.090603175346267e-64,3.5147390228981186e-64
441.0,1.554114282510038e-64,3.184941147746848e-64,3.581464090584134e-64
442.0,1.5490774875161913e-64,3.1448305200167094e-64,3.5323628909521937e-64
443.0,1.5641621604262593e-64,3.1669284758005476e-64,3.5289976657478145e-64
444.0,1.5712054135432237e-64,3.164941706345404e-64,3.5260710701828964e-64
445.0,1.5842815758153704e-64,3.178352332516373e-64,3.541375761413264e-64
446.0,1.5905165296640003e-64,3.204135805359702e-64,3.5621962426401385e-64
447.0,1.5949734147386894e-64,3.1729787430410365e-64,3.516986602227633e-64
448.0,1.6023430317570222e-64,3.2097233926575876e-64,3.5442882749217654e-64
449.0,1.6133096502791598e-64,3.2211394150452744e-64,3.5518675944042364e-64
450.0,1.6259388540887723e-64,3.231432285684506e-64,3.532203932374336e-64
451.0,1.624856451720285e-64,3.2422340601799584e-64,3.5414801507855995e-64
452.0,1.638769887682148e-64,3.2245911064520994e-64,3.521498440751928e-64
453.0,1.6414250291240753e-64,3.257836098423375e-64,3.535336610446808e-64
454.0,1.6511836713873242e-64,3.25981195347849e-64,3.53193346262912e-64
455.0,1.6590022467401467e-64,3.279519994137773e-64,3.540652738788319e-64
456.0,1.6689504692109616e-64,3.277404631182935e-64,3.5179963292027634e-64
457.0,1.6755435814998317e-64,3.2494792366470264e-64,3.503172507590451e-64
458.0,1.681421162938382e-64,3.3318007649808054e-64,3.5315278860698764e-64
459.0,1.683538511109653e-64,3.265459942969041e-64,3.474039989189689e-64
460.0,1.6968917817024867e-64,3.315162416553584e-64,3.501351087758072e-64
461.0,1.702875003235921e-64,3.285180268676053e-64,3.473252923072434e-64
462.0,1.7100724939728655e-64,3.3320951810954386e-64,3.494624611359687e-64
463.0,1.7180291872196395e-64,3.347758255736887e-64,3.5144458935851e-64
464.0,1.7185631243752423e-64,3.2866190274550234e-64,3.442304244253365e-64
465.0,1.734747698396043e-64,3.359095555356354e-64,3.489516173798373e-64
466.0,1.7359486629330852e-64,3.316549405805674e-64,3.4436977714492194e-64
467.0,1.7510870546681064e-64,3.382132853519785e-64,3.5037294157564064e-64
468.0,1.7542425965203303e-64,3.3467869147749767e-64,3.470897943237735e-64
469.0,1.766231769504751e-64,3.3485583312818917e-64,3.451362002221138e-64
470.0,1.770663861707576e-64,3.401983142398087e-64,3.5147055633760316e-64
471.0,1.775559997614919e-64,3.370074231643293e-64,3.4544579324370035e-64
472.0,1.789833677399778e-64,3.4183581950246365e-64,3.498461150470454e-64
473.0,1.7944752186728105e-64,3.390400859255144e-64,3.48772187479711e-64
474.0,1.804955975072369e-64,3.380292608589576e-64,3.4724530183159094e-64
475.0,1.8102288618295236e-64,3.432713032993059e-64,3.5091324718381473e-64
476.0,1.812328697103536e-64,3.377413514755222e-64,3.455233099636858e-64
477.0,1.8309404760636217e-64,3.450513091180469e-64,3.521717889374393e-64
478.0,1.8268120853646416e-64,3.3790415470282376e-64,3.4568264057719655e-64
479.0,1.8392323806039407e-64,3.440963621655906e-64,3.484215515084552e-64
480.0,1.8513426469311015e-64,3.472244097697509e-64,3.5144297554584834e-64
481.0,1.857202682684544e-64,3.422798804470023e-64,3.462339062237595e-64
482.0,1.870974544230678e-64,3.482674140570715e-64,3.5301821220928086e-64
483.0,1.8717816041971877e-64,3.4699151035628445e-64,3.492113655840203e-64
484.0,1.8807916327939237e-64,3.4848216334365535e-64,3.5150983951541234e-64
485.0,1.897452036686358e-64,3.528694567480896e-64,3.540576031682208e-64
486.0,1.8943398167911164e-64,3.4527074656176516e-64,3.4740789911164035e-64
487.0,1.9087101060149254e-64,3.527762258865914e-64,3.5341455851373885e-64
488.0,1.909187920730687e-64,3.498860222473548e-64,3.495709574374373e-64
489.0,1.9266069508779864e-64,3.533266447995372e-64,3.5385032218187036e-64
490.0,1.933052550895116e-64,3.540080628836104e-64,3.529737569474593e-64
491.0,1.936041288166922e-64,3.495778403791133e-64,3.516485261093456e-64
492.0,1.9526970971743948e-64,3.59026564281967e-64,3.5843488406677586e-64
493.0,1.965448048669131e-64,3.5495809825371596e-64,3.528421185678095e-64
494.0,1.9742485950734197e-64,3.5506016859605436e-64,3.566071407372974e-64
495.0,1.9708203351752665e-64,3.562371062465064e-64,3.538087537369701e-64
496.0,1.996811640917841e-64,3.6078591511081464e-64,3.5658279557850534e-64
497.0,2.0099093103987518e-64,3.626201456668819e-64,3.616220504796443e-64
498.0,2.015895512789306e-64,3.5837515429873124e-64,3.5608804968502695e-64
499.0,2.0308152293225446e-64,3.6643441427300856e-64,3.637749122961164e-64
500.0,2.0430938424267084e-64,3.6417686339121243e-64,3.606716986067853e-64
501.0,2.0617422648527944e-64,3.689387212229207e-64,3.681714042176812e-64
502.0,2.0652104576206387e-64,3.67612417169625e-64,3.661433529655347e-64
503.0,2.0772820313695504e-64,3.666033710289927e-64,3.6652357556306234e-64
504.0,2.1096641551519014e-64,3.724500187803883e-64,3.706498382038309e-64
505.0,2.127764774318649e-64,3.745405438894391e-64,3.7511625602883163e-64
506.0,2.132980391532396e-64,3.7587802899213203e-64,3.7396802367231415e-64
507.0,2.1413663311693377e-64,3.7253285985995113e-64,3.7498402752591374e-64
508.0,2.159070342878872e-64,3.741064300302596e-64,3.766790650482341e-64
509.0,2.16467856412009e-64,3.812500101323873e-64,3.83913350940491e-64
510.0,2.179080619383137e-64,3.7718181714928153e-64,3.8363470748045776e-64
511.0,2.186905418804276e-64,3.8147229447485345e-64,3.891288186104692e-64
512.0,2.1336595657934266e-64,3.746934232335081e-64,3.8397136457428156e-64
513.0,2.1151801319094337e-64,3.761181699925263e-64,3.884186697738613e-64
514.0,2.1149956119086805e-64,3.749014310642488e-64,3.905440931970093e-64
515.0,2.117455459561155e-64,3.719444188857051e-64,3.880491033402374e-64
516.0,2.127226352781792e-64,3.782536261426299e-64,3.937028846242263e-64
517.0,2.1342796923071785e-64,3.742964347589615e-64,3.951295362635645e-64
518.0,2.1348420466972147e-64,3.7878296919708125e-64,3.966732507176784e-64
519.0,2.1442731594269093e-64,3.744710871164541e-64,3.9570193696004635e-64
520.0,2.1423366008383138e-64,3.733558252896965e-64,3.9411346631435055e-64
521.0,2.162582993043572e-64,3.802999022356247e-64,4.009135374269207e-64
522.0,2.1554494002371232e-64,3.750296615861648e-64,3.972161944808211e-64
523.0,2.1650300698148372e-64,3.801588309972433e-64,4.045219406701894e-64
524.0,2.167592375239083e-64,3.7556252869587075e-64,3.9648231608815e-64
525.0,2.1744922884409868e-64,3.747267532275667e-64,3.989000626800884e-64
526.0,2.171708355684813e-64,3.762399960931301e-64,3.968449082607555e-64
527.0,2.1796868611706324e-64,3.704236623615104e-64,3.943038266123768e-64
528.0,2.1805060366578766e-64,3.7763168731817406e-64,4.003595971451675e-64
529.0,2.18753315555941e-64,3.726767047198201e-64,3.985211308484962e-64
530.0,2.1926204125323284e-64,3.770126524013654e-64,4.0256713838831554e-64
531.0,2.1914572648240714e-64,3.73163996587526e-64,3.9600186363050095e-64
532.0,2.1964821777322008e-64,3.707270757484537e-64,3.9802982496866686e-64
533.0,2.196332368907532e-64,3.7313704871668275e-64,3.9800635924194785e-64
534.0,2.1999675568671888e-64,3.713539238994365e-64,3.968806299637762e-64
535.0,2.200207970139018e-64,3.748633442859882e-64,4.0005802492847595e-64
536.0,2.2056878700302446e-64,3.6906568907234316e-64,3.955550982950033e-64
537.0,2.2008798513405416e-64,3.671729997249131e-64,3.9413615598390154e-64
538.0,2.2070108086042237e-64,3.7061368289164703e-64,3.946720232931702e-64
539.0,2.2065926294222992e-64,3.6524900411961666e-64,3.923177205891269e-64
540.0,2.2063457272462785e-64,3.685203882150624e-64,3.9537607414536064e-64
541.0,2.2102333978029477e-64,3.6439663760037555e-64,3.907972403015095e-64
542.0,2.2100277976615754e-64,3.678981518594604e-64,3.946624267468559e-64
543.0,2.2086926388099807e-64,3.6643619185245724e-64,3.93933309796609e-64
544.0,2.2117901255786407e-64,3.601675333215957e-64,3.880948877099699e-64
545.0,2.2132310570975177e-64,3.6431136470298014e-64,3.904399361911071e-64
546.0,2.205325982354243e-64,3.581124766158947e-64,3.835874409323825e-64
547.0,2.2114951824074835e-64,3.6162820627966416e-64,3.917584257268558e-64
548.0,2.2056885459778522e-64,3.5903961835127275e-64,3.8698050063499975e-64
549.0,2.2033607621655738e-64,3.548009029465414e-64,3.829675860857546e-64
550.0,2.206419509219691e-64,3.539051733487759e-64,3.841405678397665e-64
551.0,2.197130685230085e-64,3.5230434346042405e-64,3.7950569794697735e-64
552.0,2.197980872345748e-64,3.537846579908283e-64,3.820475037104083e-64
553.0,2.1976020143844542e-64,3.5098282419651296e-64,3.782520027499331e-64
554.0,2.194176847832618e-64,3.501009322560001e-64,3.7443081996061245e-64
555.0,2.18879276877217e-64,3.507503882925421e-64,3.75836982703173e-64
556.0,2.190946815868539e-64,3.4467556712338296e-64,3.751603016967651e-64
557.0,2.1837421986958226e-64,3.474278950717384e-64,3.741416862593881e-64
558.0,2.1791678599154327e-64,3.4082767007131754e-64,3.684400883819529e-64
559.0,2.1796284380153027e-64,3.443773040835342e-64,3.691081059962589e-64
560.0,2.174478437888428e-64,3.428958795889217e-64,3.6693646078878784e-64
561.0,2.174644161082785e-64,3.3735250884231085e-64,3.6435571948980506e-64
562.0,2.1696055230958686e-64,3.375467867897674e-64,3.613018176603357e-64
563.0,2.1581929113649252e-64,3.317928299791182e-64,3.5624280993815885e-64
564.0,2.1647719644955292e-64,3.386324917265282e-64,3.644180686594485e-64
565.0,2.1591223564868625e-64,3.325879952924078e-64,3.586402934633837e-64
566.0,2.1454950576931933e-64,3.2951339892600704e-64,3.566960319912933e-64
567.0,2.135023282843001e-64,3.272582997336506e-64,3.480317135661419e-64
568.0,2.1473334637360505e-64,3.304236956588002e-64,3.553318433984701e-64
569.0,2.1334512343352965e-64,3.2779024229168954e-64,3.553500042946786e-64
570.0,2.1314370796860907e-64,3.1924147470971596e-64,3.431582275308917e-64
571.0,2.122990067393811e-64,3.191562656963659e-64,3.46145420792122e-64
572.0,2.1138535972239898e-64,3.168747640495926e-64,3.4575847951869585e-64
573.0,2.1056564149549044e-64,3.1327467146697884e-64,3.42486608470404e-64
574.0,2.094133221068876e-64,3.1302300720783785e-64,3.415091840562966e-64
575.0,2.08220733562127e-64,3.057455805342654e-64,3.333406443593284e-64
576.0,2.0765566045842366e-64,3.085033207115779e-64,3.3552402509251615e-64
577.0,2.0725121364614964e-64,3.040223548844965e-64,3.3422332973673994e-64
578.0,2.0564007827642e-64,2.9935616952852928e-64,3.318539656735839e-64
579.0,2.0513721869688168e-64,2.9986511204373593e-64,3.302276410005245e-64
580.0,2.0372827982875528e-64,2.942669411496811e-64,3.2261548760861525e-64
581.0,2.0376373124149753e-64,3.0009301019787414e-64,3.282346044862068e-64
582.0,2.0161479140091083e-64,2.928583478480353e-64,3.202417808361665e-64
583.0,2.0124604169434512e-64,2.9200578502224592e-64,3.2072287231432236e-64
584.0,2.0016283032377363e-64,2.900223605793352e-64,3.176111912886117e-64
585.0,2.0009216219722906e-64,2.877954005804844e-64,3.149271050326229e-64
586.0,1.9859255201976207e-64,2.8801547416529997e-64,3.1417805029460233e-64
587.0,1.9767468737106232e-64,2.8268307605187196e-64,3.11477833072429e-64
588.0,1.96609707929767e-64,2.825525017793626e-64,3.088286647814799e-64
589.0,1.9592962454636005e-64,2.793490422546544e-64,3.0808264222501316e-64
590.0,1.9491796803906852e-64,2.7529217749259307e-64,3.0166722524166327e-64
591.0,1.9394087250713997e-64,2.76987010321926e-64,3.022922369518814e-64
592.0,1.9277470767045324e-64,2.7235366839632452e-64,2.9707880933308518e-64
593.0,1.9220217578394022e-64,2.721126178767234e-64,2.990001737348299e-64
594.0,1.9192484043286602e-64,2.7007438023491167e-64,2.979893147256131e-64
595.0,1.8987595674864654e-64,2.6637476066644907e-64,2.9230313546975527e-64
596.0,1.8893512783492038e-64,2.6711701494070503e-64,2.9245969881639963e-64
597.0,1.8804707322946803e-64,2.6222699097263525e-64,2.855890662806955e-64
598.0,1.8737310271290283e-64,2.623105638912313e-64,2.859242085630771e-64
599.0,1.8607185699861614e-64,2.5856164296100754e-64,2.8267346012658923e-64
600.0,1.8456025431918738e-64,2.5612710912826995e-64,2.7882085039274075e-64
601.0,1.8452543056270273e-64,2.5646891128140496e-64,2.780418502289199e-64
602.0,1.8297463122112334e-64,2.520758312706651e-64,2.758328204254402e-64
603.0,1.8213085784201176e-64,2.5066183474494613e-64,2.724560533223942e-64
604.0,1.8086534731193022e-64,2.48865245498898e-64,2.70169865278988e-64
605.0,1.8022508854893198e-64,2.4635897812499355e-64,2.6894499474387277e-64
606.0,1.7828276806684224e-64,2.431132829386233e-64,2.6572731626567074e-64
607.0,1.7739694416259476e-64,2.4205583459482994e-64,2.6269411869133052e-64
608.0,1.7625307804070142e-64,2.383851516883379e-64,2.601251435449629e-64
609.0,1.754714217357007e-64,2.3700092664018128e-64,2.593349383302063e-64
610.0,1.7427439344589588e-64,2.3771186626888704e-64,2.5843664456182597e-64
611.0,1.7249156935576747e-64,2.3233401949329798e-64,2.526027700859078e-64
612.0,1.7222646277922725e-64,2.317678694689333e-64,2.537641461500835e-64
613.0,1.7059435356957804e-64,2.28798460572446e-64,2.482824766883393e-64
614.0,1.690813580309543e-64,2.2589633543633808e-64,2.468043411147071e-64
615.0,1.6815338978472354e-64,2.2524247429935563e-64,2.443983949113701e-64
616.0,1.6725728793215234e-64,2.2383197784196962e-64,2.4180033626359515e-64
617.0,1.6663964741806782e-64,2.2190998851464834e-64,2.4069369495348344e-64
618.0,1.6468400936965875e-64,2.1873832785842796e-64,2.3652982563143908e-64
619.0,1.6428233821282977e-64,2.1711116981773756e-64,2.339474408963665e-64
620.0,1.6256640858803267e-64,2.146036736655746e-64,2.3316879404035612e-64
621.0,1.619258292676642e-64,2.13146071218809e-64,2.302397858885762e-64
622.0,1.602989972393444e-64,2.1128199499724163e-64,2.2677144160009774e-64
623.0,1.595821325359949e-64,2.0913264765151388e-64,2.26360679082626e-64
624.0,1.5839246673364757e-64,2.0604883895341982e-64,2.2234303416717534e-64
625.0,1.573500528401942e-64,2.0522322195888052e-64,2.2258615251964114e-64
626.0,1.5606837527840772e-64,2.016828758157193e-64,2.177102458204929e-64
627.0,1.5447801951080938e-64,2.0141972638637544e-64,2.1634289013127632e-64
628.0,1.5381699330297592e-64,1.9933392102867555e-64,2.1384951243485263e-64
629.0,1.5243387568545482e-64,1.970588164370541e-64,2.131552487886189e-64
630.0,1.514963767075308e-64,1.9481753101372536e-64,2.1099257516774474e-64
631.0,1.4954656522801101e-64,1.9303125959238905e-64,2.059174140716042e-64
632.0,1.4896282633087034e-64,1.9178541501729257e-64,2.064962142790903e-64
633.0,1.4800997392392507e-64,1.8878534343152608e-64,2.029806999690581e-64
634.0,1.4626826745973675e-64,1.8786755203416252e-64,2.008091263168652e-64
635.0,1.456647583795292e-64,1.8520477300702355e-64,1.978650299033969e-64
636.0,1.4441716860090271e-64,1.8373912213772615e-64,1.9596669075869956e-64
637.0,1.4292804964232678e-64,1.813791558220909e-64,1.938319641186368e-64
638.0,1.4188820030805851e-64,1.785849300315459e-64,1.9095864999418235e-64
639.0,1.409113520981439e-64,1.7857072736735243e-64,1.9001261160368326e-64
640.0,1.3937855482825544e-64,1.7536815858009856e-64,1.8656326008196785e-64
641.0,1.3847098963803577e-64,1.747340983056854e-64,1.864294959919088e-64
642.0,1.3700639389866797e-64,1.7149806628465444e-64,1.8263278501484857e-64
643.0,1.3622455498161116e-64,1.69460682058641e-64,1.8087513895514726e-64
644.0,1.347109891264421e-64,1.6899429708501872e-64,1.79310732146912e-64
645.0,1.3379038395917469e-64,1.663862831506049e-64,1.7667289924812728e-64
646.0,1.3209781160667959e-64,1.649627767198525e-64,1.7520919632787135e-64
647.0,1.309576370636383e-64,1.62361047525085e-64,1.7117972537407756e-64
648.0,1.3001690611406053e-64,1.607112999240663e-64,1.7131782955791856e-64
649.0,1.2857191637939171e-64,1.592298152087473e-64,1.689003769980527e-64
650.0,1.2781275871520839e-64,1.576682417087809e-64,1.6702209540925326e-64
651.0,1.260827485400512e-64,1.557388465515855e-64,1.6486196404007783e-64
652.0,1.2488290979654792e-64,1.527509709094873e-64,1.6173197203118177e-64
653.0,1.2379570112279488e-64,1.519480670223965e-64,1.61201750909873e-64
654.0,1.2284693645726163e-64,1.5064105901312418e-64,1.5910478909802266e-64
655.0,1.212489540677903e-64,1.4848266797067256e-64,1.5695468607158023e-64
656.0,1.2033095424228646e-64,1.4772426522586902e-64,1.5552880262465277e-64
657.0,1.1948922816564027e-64,1.4540327926047948e-64,1.5330959271853565e-64
658.0,1.178754863475364e-64,1.4419191340639013e-64,1.5210314358283875e-64
659.0,1.1667143815018538e-64,1.4225201205173304e-64,1.481748849123428e-64
660.0,1.1536914145834745e-64,1.4056807179268159e-64,1.4755581540139812e-64
661.0,1.1469984525628114e-64,1.3965435459200232e-64,1.4628436857478157e-64
662.0,1.1347368912463512e-64,1.3699817921903269e-64,1.430928254673391e-64
663.0,1.1187441463829875e-64,1.358093371008302e-64,1.4174306767178574e-64
664.0,1.1136041680934935e-64,1.3435587433587087e-64,1.4013431518254609e-64
665.0,1.1007016830402052e-64,1.331536367084214e-64,1.3870961250301594e-64
666.0,1.085475130828687e-64,1.3133080245400544e-64,1.3665585556105938e-64
667.0,1.0726896684343627e-64,1.2941225593420957e-64,1.3445877973020257e-64
668.0,1.062351152523396e-64,1.2848949855490532e-64,1.3353373117938953e-64
669.0,1.053216208191653e-64,1.2686901686622749e-64,1.3153280239270462e-64
670.0,1.0431758376268133e-64,1.2546775349700551e-64,1.3007038413429051e-64
671.0,1.0292116180756649e-64,1.2357761903426197e-64,1.2736134453884984e-64
672.0,1.0229314722181838e-64,1.229226112631298e-64,1.2677890913941524e-64
673.0,1.0070373487924922e-64,1.2108803842552108e-64,1.2483095990677505e-64
674.0,1.0001021816794999e-64,1.1993597454173746e-64,1.2377170934728367e-64
675.0,9.866226070453125e-65,1.185799229553797e-64,1.2219933283258067e-64
676.0,9.747390885903809e-65,1.1682775974529456e-64,1.2066710574667295e-64
677.0,9.632348033876737e-65,1.1562362701501691e-64,1.1841017773233904e-64
678.0,9.545158430195887e-65,1.1413689276656082e-64,1.1719149393320496e-64
679.0,9.409499454573425e-65,1.1259848283520233e-64,1.158506757903263e-64
680.0,9.295281257690044e-65,1.1155673704621156e-64,1.143697314332704e-64
681.0,9.211021005795568e-65,1.099986015705733e-64,1.1282393796029805e-64
682.0,9.075813331602413e-65,1.0846453492797918e-64,1.1143085924781277e-64
683.0,8.977743176199954e-65,1.0731971815008455e-64,1.0983964348084422e-64
684.0,8.892093662722026e-65,1.0655097228077867e-64,1.0858913936272937e-64
685.0,8.793640812952812e-65,1.0494215131381518e-64,1.0721905215924228e-64
686.0,8.643920986865648e-65,1.0282226126669757e-64,1.0528939512720114e-64
687.0,8.553667385393657e-65,1.021382580331917e-64,1.0412739268993373e-64
688.0,8.401992575645301e-65,1.0075203273585112e-64,1.0285979020882061e-64
689.0,8.342083281346004e-65,9.971830480616805e-65,1.0137899265818504e-64
690.0,8.232572436369838e-65,9.848907821682554e-65,1.0008830482718389e-64
691.0,8.131773520336056e-65,9.742217244039434e-65,9.904260150565889e-65
692.0,8.021789521947914e-65,9.597979575597443e-65,9.742112595762326e-65
693.0,7.932763071413737e-65,9.515429653499046e-65,9.659729323295016e-65
694.0,7.797430864503417e-65,9.34175593748255e-65,9.465798201596706e-65
695.0,7.686752203527122e-65,9.226557788393658e-65,9.344921295984202e-65
696.0,7.598781420547067e-65,9.13804162271189e-65,9.264196200883577e-65
697.0,7.518339628071801e-65,9.057809625062202e-65,9.161742880166443e-65
698.0,7.375689014965849e-65,8.8887589176931e-65,8.991650525354725e-65
699.0,7.306074965335407e-65,8.801938835096823e-65,8.877699279174197e-65
700.0,7.187132996347376e-65,8.701483961017376e-65,8.761317856466778e-65
701.0,7.069951683765176e-65,8.554091173330884e-65,8.611572684624879e-65
702.0,6.988462510016663e-65,8.493316934287537e-65,8.558389774858941e-65
703.0,6.88181677813176e-65,8.335526987752593e-65,8.393931281485343e-65
704.0,6.798121164401562e-65,8.23128735730112e-65,8.289523130269776e-65
705.0,6.666498725283047e-65,8.153548595675791e-65,8.218583274498614e-65
706.0,6.5839599410770596e-65,8.027644241406731e-65,8.069345375063524e-65
707.0,6.49454604566307e-65,7.981677866362017e-65,7.992685860372471e-65
708.0,6.3988520752792e-65,7.834434736887721e-65,7.843143654012499e-65
709.0,6.3092964864938595e-65,7.742087716268784e-65,7.765665425169554e-65
710.0,6.183975602819106e-65,7.624907884398395e-65,7.630689037448712e-65
711.0,6.0832489150897115e-65,7.54293306018868e-65,7.552212040544566e-65
712.0,5.995432920450606e-65,7.402807481395298e-65,7.438606694235883e-65
713.0,5.9230668236697365e-65,7.36348985359073e-65,7.364331368971737e-65
714.0,5.816343657927056e-65,7.252522429882945e-65,7.241698998792917e-65
715.0,5.6929484982056895e-65,7.115623594892576e-65,7.13783593063069e-65
716.0,5.617766396900929e-65,7.0141706706148e-65,7.015442495657544e-65
717.0,5.501003115050622e-65,6.9349447500366e-65,6.951924073542362e-65
718.0,5.438176440588928e-65,6.8578575955849735e-65,6.859977623668876e-65
719.0,5.288508967010868e-65,6.699745951148552e-65,6.672197874421194e-65
720.0,5.199894756754647e-65,6.6257166319055305e-65,6.625984557416823e-65
721.0,5.113245471205265e-65,6.5129274328033525e-65,6.5310272324134165e-65
722.0,5.037671183568502e-65,6.435493959985678e-65,6.460888249990287e-65
723.0,4.925777890213505e-65,6.3639625984003874e-65,6.328875061784075e-65
724.0,4.803194091247071e-65,6.214342288982712e-65,6.2054428964096615e-65
725.0,4.717322099972161e-65,6.147938895327028e-65,6.167138761550932e-65
726.0,4.633348593699201e-65,5.996778736013892e-65,6.024338827461847e-65
727.0,4.533970552584094e-65,5.873926507315891e-65,5.876365259058449e-65
