k,E_Jx,E_Jy,E_Jz
362.0,1.369175146102405e-64,1.5432582035200412e-64,1.546705326926245e-64
363.0,1.3082635575183461e-64,1.4820893160562532e-64,1.4839112394237192e-64
364.0,1.2539584179996026e-64,1.4096219104924063e-64,1.4157117898172475e-64
365.0,1.1924461185984253e-64,1.3422220941758236e-64,1.3628683760253762e-64
366.0,1.1322431779479174e-64,1.2960180288153748e-64,1.3052931221769791e-64
367.0,1.0912613283408894e-64,1.2385127525233545e-64,1.2434440306165933e-64
368.0,1.043061373149602e-64,1.186144484784787e-64,1.1919808730872862e-64
369.0,9.951988134328626e-65,1.1373322020537636e-64,1.1366797400754527e-64
370.0,9.478127024680955e-65,1.093738357734266e-64,1.090327261001204e-64
371.0,9.089814273615621e-65,1.0388293408092813e-64,1.037233665889291e-64
372.0,8.53860314119563e-65,9.8063378807756e-65,9.821985478601936e-65
373.0,8.052576382144477e-65,9.380764715538983e-65,9.343665311063128e-65
374.0,7.767973382188843e-65,9.000851916627318e-65,8.961967589621725e-65
375.0,7.292371923655577e-65,8.431631032526623e-65,8.44319637696926e-65
376.0,6.82972664370888e-65,8.028579148731307e-65,8.041156688505199e-65
377.0,6.524356832511843e-65,7.60614251676469e-65,7.5567403065978766e-65
378.0,6.249911888366734e-65,7.240927226419065e-65,7.317670009211072e-65
379.0,5.76123896074288e-65,6.775005147159888e-65,6.821038435590481e-65
380.0,5.477867261632935e-65,6.42466501348248e-65,6.494499563921286e-65
381.0,5.152874864565227e-65,6.046614034875945e-65,6.1376537580594315e-65
382.0,4.8210978331052655e-65,5.798725282974319e-65,5.753095141727643e-65
383.0,4.550170684913731e-65,5.432283394288193e-65,5.405228926470217e-65
384.0,4.2247758159066585e-65,5.067470599806736e-65,4.988902923153197e-65
385.0,4.006553362279421e-65,4.811242897221272e-65,4.842347038075076e-65
386.0,3.7304925821509076e-65,4.50163238326521e-65,4.448393345932859e-65
387.0,3.5134354519106917e-65,4.169208113166944e-65,4.147263045648114e-65
388.0,3.261808301777233e-65,3.930912956485275e-65,3.927557941729835e-65
389.0,3.0608860846996417e-65,3.6464052191345334e-65,3.6425961518016957e-65
390.0,2.8796530105460267e-65,3.446608031061766e-65,3.4574749266894326e-65
391.0,2.6460356268873734e-65,3.1872942190403075e-65,3.137320784336191e-65
392.0,2.4581503909038613e-65,2.958913763038754e-65,2.905785387788822e-65
393.0,2.3468357311755515e-65,2.768609207741588e-65,2.767978027505379e-65
394.0,2.127851401677993e-65,2.5477582003883224e-65,2.5789587429691863e-65
395.0,1.972550087226236e-65,2.35748669605536e-65,2.422412465039961e-65
396.0,1.808496912993197e-65,2.223286179257235e-65,2.234902996803159e-65
397.0,1.6830193790551606e-65,2.0237192193688073e-65,2.081906547999518e-65
398.0,1.5379399411520268e-65,1.8512589904710298e-65,1.858660547665114e-65
399.0,1.4007104790357566e-65,1.6812050821351792e-65,1.7009265973334512e-65
400.0,1.3181785592713688e-65,1.6158605697925548e-65,1.623961796185554e-65
401.0,1.193524460940541e-65,1.4509143680468476e-65,1.442053027823529e-65
402.0,1.0643155519342413e-65,1.3218018543926967e-65,1.3274298630806095e-65
403.0,9.708960075906267e-66,1.2197572858899175e-65,1.2211153905798847e-65
404.0,8.731967021005478e-66,1.1206695300424734e-65,1.1090131088564334e-65
405.0,8.010838686086037e-66,1.0126154999556856e-65,1.0083498276955212e-65
406.0,7.023546460836102e-66,9.08098593946566e-66,8.90631226723627e-66
407.0,6.600871611188017e-66,8.361235802182989e-66,8.6031676469099e-66
408.0,5.822734986262644e-66,7.389933646481381e-66,7.412764383883354e-66
409.0,5.168105183107716e-66,6.689063026267259e-66,6.734051717446617e-66
410.0,4.4868294793788277e-66,5.935729285273707e-66,5.933864020782519e-66
411.0,4.174983105233255e-66,5.61283766870088e-66,5.488665462723704e-66
412.0,3.6513137964087916e-66,4.891830301390691e-66,4.966345453264376e-66
413.0,3.252948156778672e-66,4.273226380831742e-66,4.2025032994244495e-66
414.0,2.81843515031992e-66,3.8618407287455993e-66,3.7856619446628754e-66
415.0,2.596625933535698e-66,3.335941568854807e-66,3.363737044608165e-66
416.0,2.2484518008817442e-66,2.983952608672963e-66,2.8805145087681247e-66
417.0,1.9685469318924595e-66,2.503880147277341e-66,2.50073962945162e-66
418.0,1.7341665120426729e-66,2.3436149544006267e-66,2.2377058904740694e-66
419.0,1.5126558093970996e-66,2.0188479358101434e-66,1.9947524167691015e-66
420.0,1.2992048074587826e-66,1.6747224617720842e-66,1.6489100914199127e-66
421.0,1.1105719420210081e-66,1.4257840977322847e-66,1.4143973086530687e-66
422.0,1.0444705918922106e-66,1.301381293027238e-66,1.3289636938799185e-66
423.0,8.649127318895159e-67,1.0777263675982844e-66,1.0993077617279891e-66
424.0,6.646624444923622e-67,8.721506753276142e-67,8.995396380170807e-67
425.0,5.461208292690606e-67,7.279708140438681e-67,7.027150719702535e-67
426.0,5.5742015980509986e-67,6.959636469635351e-67,6.945753774802658e-67
427.0,4.5029879649952444e-67,5.899273283889773e-67,5.479476647168845e-67
428.0,3.383360978448757e-67,4.0472866572995046e-67,4.133553373727663e-67
429.0,2.6616247124313963e-67,3.1495554306457365e-67,3.178716296672234e-67
430.0,2.790301979651916e-67,3.349049848823616e-67,3.2962956595790704e-67
431.0,2.24538585535366e-67,2.6147329170893585e-67,2.561642487825423e-67
432.0,1.4804799354597692e-67,1.6343528717195438e-67,1.662374396486912e-67
433.0,1.1252667138695381e-67,1.2837630722730541e-67,1.2518385802274096e-67
434.0,1.1991186553202859e-67,1.2891548529042537e-67,1.3377963512402299e-67
435.0,9.187726953866827e-68,9.631940434540003e-68,1.0118776948034517e-67
436.0,4.971000843218578e-68,5.232021439561534e-68,5.457467663037305e-68
437.0,3.733228699951286e-68,4.44270275361519e-68,3.941599452306244e-68
438.0,3.5882351219460304e-68,3.729608484438159e-68,3.932358081919264e-68
439.0,2.0499787470530476e-68,2.164597028212338e-68,2.4176868145529937e-68
440.0,6.715512757706569e-69,6.628376395647416e-69,7.912412565989439e-69
441.0,6.667487599634681e-69,7.951628819989996e-69,8.389575885934242e-69
442.0,3.256589979299229e-69,3.1124299107415954e-69,2.6317231775807854e-69
443.0,3.024985533328165e-70,1.032396648985999e-70,5.692955207280227e-71
444.0,0.0,0.0,0.0
445.0,0.0,0.0,0.0
446.0,0.0,0.0,0.0
447.0,0.0,0.0,0.0
448.0,0.0,0.0,0.0
449.0,0.0,0.0,0.0
450.0,0.0,0.0,0.0
451.0,0.0,0.0,0.0
452.0,0.0,0.0,0.0
453.0,0.0,0.0,0.0
454.0,0.0,0.0,0.0
455.0,0.0,0.0,0.0
456.0,0.0,0.0,0.0
457.0,0.0,0.0,0.0
458.0,0.0,0.0,0.0
459.0,0.0,0.0,0.0
460.0,0.0,0.0,0.0
461.0,0.0,0.0,0.0
462.0,0.0,0.0,0.0
463.0,0.0,0.0,0.0
464.0,0.0,0.0,0.0
465.0,0.0,0.0,0.0
466.0,0.0,0.0,0.0
467.0,0.0,0.0,0.0
468.0,0.0,0.0,0.0
469.0,0.0,0.0,0.0
470.0,0.0,0.0,0.0
471.0,0.0,0.0,0.0
472.0,0.0,0.0,0.0
473.0,0.0,0.0,0.0
474.0,0.0,0.0,0.0
475.0,0.0,0.0,0.0
476.0,0.0,0.0,0.0
477.0,0.0,0.0,0.0
478.0,0.0,0.0,0.0
479.0,0.0,0.0,0.0
480.0,0.0,0.0,0.0
481.0,0.0,0.0,0.0
482.0,0.0,0.0,0.0
483.0,0.0,0.0,0.0
484.0,0.0,0.0,0.0
485.0,0.0,0.0,0.0
486.0,0.0,0.0,0.0
487.0,0.0,0.0,0.0
488.0,0.0,0.0,0.0
489.0,0.0,0.0,0.0
490.0,0.0,0.0,0.0
491.0,0.0,0.0,0.0
492.0,0.0,0.0,0.0
493.0,0.0,0.0,0.0
494.0,0.0,0.0,0.0
495.0,0.0,0.0,0.0
496.0,0.0,0.0,0.0
497.0,0.0,0.0,0.0
498.0,0.0,0.0,0.0
499.0,0.0,0.0,0.0
500.0,0.0,0.0,0.0
501.0,0.0,0.0,0.0
502.0,0.0,0.0,0.0
503.0,0.0,0.0,0.0
504.0,0.0,0.0,0.0
505.0,0.0,0.0,0.0
506.0,0.0,0.0,0.0
507.0,0.0,0.0,0.0
508.0,0.0,0.0,0.0
509.0,0.0,0.0,0.0
510.0,0.0,0.0,0.0
511.0,0.0,0.0,0.0
512.0,0.0,0.0,0.0
